date,merchant_clean,amount,category,source,month,cumulative_category_spend,monthly_spend_category,budget,budget_utilization,monthly_total_spend,other_ratio,rolling_mean,rolling_std,z_score,spike_anomaly,budget_anomaly,other_anomaly,any_anomaly
2025-04-22 00:00:00,DOLLARAMA WINDSOR,-1.21,Shopping,historical,April 2025,-27.82,-27.82,0,27.82,-524.23,0.23,-6.21,6.9,0.72,False,True,False,True
2025-04-24 00:00:00,GRAB GO MINI MART WINDSOR,-7.8,Other,historical,April 2025,-306.61,-332.61,100,3.33,-524.23,0.23,-62.06,123.28,0.44,False,True,False,True
2025-04-28 00:00:00,THE LIQUID LIBRARY WINDSOR,-26.0,Other,historical,April 2025,-332.61,-332.61,100,3.33,-524.23,0.23,-66.52,121.02,0.33,False,True,False,True
2025-05-05 00:00:00,DOLLARAMA WINDSOR,-16.89,Shopping,historical,May 2025,-16.89,-68.04,0,68.04,-1813.16,0.14,-8.94,8.03,-0.99,False,True,False,True
2025-05-05 00:00:00,PREAUTHORIZED PAYMENT THANK YOU,348.34,Bills,historical,May 2025,348.34,1819.34,300,6.06,-1813.16,0.14,298.79,122.21,0.41,False,True,False,True
2025-05-06 00:00:00,TORONTO PARKING AUTHORITY TORONTO,-4.25,Other,historical,May 2025,-4.25,-915.36,100,9.15,-1813.16,0.14,-66.59,120.98,0.52,False,True,False,True
2025-05-06 00:00:00,ONROUTE DUTTON,-9.24,trip,historical,May 2025,-9.24,-576.06,10,57.61,-1813.16,0.14,-7.6,2.31,-0.71,False,True,False,True
2025-05-12 00:00:00,WALMARTCA MISSISSAUGA,-85.23,Grocery,historical,May 2025,-85.23,-157.99,110,1.44,-1813.16,0.14,-28.38,32.97,-1.72,False,True,False,True
2025-05-15 00:00:00,CAMPBELL VARIETY WINDSOR,-7.05,Other,historical,May 2025,-11.3,-915.36,100,9.15,-1813.16,0.14,-11.5,8.62,0.52,False,True,False,True
2025-05-15 00:00:00,WESTJET CALGARY,-566.82,trip,historical,May 2025,-576.06,-576.06,10,57.61,-1813.16,0.14,-194.01,322.87,-1.15,False,True,False,True
2025-05-15 00:00:00,FLAIR DIREC SYEN EDMONTON INTE,-904.06,Other,historical,May 2025,-915.36,-915.36,100,9.15,-1813.16,0.14,-189.83,399.36,-1.79,False,True,False,True
2025-05-16 00:00:00,HM CA WINDSOR,-28.24,Shopping,historical,May 2025,-45.13,-68.04,0,68.04,-1813.16,0.14,-14.13,10.62,-1.33,False,True,False,True
2025-05-20 00:00:00,PAYMENT THANK YOUPAIEMEN T MERCI,1471.0,Bills,historical,May 2025,1819.34,1819.34,300,6.06,-1813.16,0.14,504.99,548.01,1.76,False,True,False,True
2025-05-20 00:00:00,WALMARTCA MISSISSAUGA,-51.76,Grocery,historical,May 2025,-136.99,-157.99,110,1.44,-1813.16,0.14,-37.58,31.46,-0.45,False,True,False,True
2025-05-21 00:00:00,FRESHCO WINDSOR,-21.0,Grocery,historical,May 2025,-157.99,-157.99,110,1.44,-1813.16,0.14,-40.09,28.96,0.66,False,True,False,True
2025-05-21 00:00:00,AMAZONCANZVJ AMAZONCA,-9.89,Shopping,historical,May 2025,-55.02,-68.04,0,68.04,-1813.16,0.14,-14.86,10.06,0.49,False,True,False,True
2025-05-27 00:00:00,SHOPPERS DRUG MART WINDSOR,-13.02,Shopping,historical,May 2025,-68.04,-68.04,0,68.04,-1813.16,0.14,-13.85,9.91,0.08,False,True,False,True
2025-06-02 00:00:00,BHULLARS INDIAN FOOD MAR WINDSOR,-5.0,Food,historical,June 2025,-5.0,-642.52,120,5.35,-4412.96,0.26,-6.4,18.27,0.08,False,True,False,True
2025-06-02 00:00:00,BHULLARS INDIAN FOOD MAR WINDSOR,-10.31,Food,historical,June 2025,-15.31,-642.52,120,5.35,-4412.96,0.26,-4.36,16.82,-0.35,False,True,False,True
2025-06-03 00:00:00,SP CANADIAN CAPS AND WINDSOR,-49.0,Other,historical,June 2025,-49.0,-1678.77,100,16.79,-4412.96,0.26,-198.07,395.07,0.38,False,True,False,True
2025-06-04 00:00:00,BIRD PENDINGBIRDCO VANCOUVER,-11.01,Other,historical,June 2025,-60.01,-1678.77,100,16.79,-4412.96,0.26,-195.07,396.75,0.46,False,True,False,True
2025-06-04 00:00:00,BIRD PENDINGBIRDCO VANCOUVER,-3.73,Other,historical,June 2025,-63.74,-1678.77,100,16.79,-4412.96,0.26,-194.97,396.81,0.48,False,True,False,True
2025-06-04 00:00:00,PREAUTHORIZED PAYMENT THANK YOU,310.71,Bills,historical,June 2025,310.71,1950.7,300,6.5,-4412.96,0.26,546.02,517.46,-0.45,False,True,False,True
2025-06-04 00:00:00,AMAZONCANRYE AMAZONCA,-41.87,Shopping,historical,June 2025,-41.87,-640.16,0,640.16,-4412.96,0.26,-21.98,13.11,-1.52,False,True,False,True
2025-06-04 00:00:00,BIRD RIDE PASS VANCOUVER,-16.94,Other,historical,June 2025,-80.68,-1678.77,100,16.79,-4412.96,0.26,-196.95,395.67,0.45,False,True,False,True
2025-06-05 00:00:00,CABELLO HAIR INC WINDSOR,-67.32,Other,historical,June 2025,-148.0,-1678.77,100,16.79,-4412.96,0.26,-29.6,27.27,-1.38,False,True,False,True
2025-06-05 00:00:00,THE KEG RIVERSIDE WINDSOR,-56.53,Other,historical,June 2025,-204.53,-1678.77,100,16.79,-4412.96,0.26,-31.11,28.77,-0.88,False,True,False,True
2025-06-05 00:00:00,UBER CANADAUBERTRIP TORONTO,-27.81,Food,historical,June 2025,-43.12,-642.52,120,5.35,-4412.96,0.26,-14.02,12.2,-1.13,False,True,False,True
2025-06-05 00:00:00,SQ UNIVERSITY OF W WINDSOR,-16.95,Other,historical,June 2025,-221.48,-1678.77,100,16.79,-4412.96,0.26,-32.29,27.84,0.55,False,True,False,True
2025-06-05 00:00:00,RIVER ROOM RESTAURANT WINDSOR,-266.4,Food,historical,June 2025,-309.52,-642.52,120,5.35,-4412.96,0.26,-67.09,111.85,-1.78,False,True,False,True
2025-06-06 00:00:00,CASHBACKREMISE EN ARGENT,29.17,cashback,historical,June 2025,29.17,29.17,10,2.92,-4412.96,0.26,22.83,5.52,1.15,False,True,False,True
2025-06-06 00:00:00,ONROUTE DUTTON,-16.98,trip,historical,June 2025,-16.98,-1280.57,10,128.06,-4412.96,0.26,-149.75,278.08,0.48,False,True,False,True
2025-06-06 00:00:00,PN POINT PELEE NPGATES LEAMINGTON,-17.5,Other,historical,June 2025,-238.98,-1678.77,100,16.79,-4412.96,0.26,-35.05,24.83,0.71,False,True,False,True
2025-06-09 00:00:00,HM HENNES MAURITZ INC TORONTO,-42.36,Shopping,historical,June 2025,-84.23,-640.16,0,640.16,-4412.96,0.26,-27.08,15.38,-0.99,False,True,False,True
2025-06-10 00:00:00,MARSHALLS BRAMPTON,-119.77,Other,historical,June 2025,-358.75,-1678.77,100,16.79,-4412.96,0.26,-55.61,42.43,-1.51,False,True,False,True
2025-06-10 00:00:00,ARDEN BRAMPTON,-51.76,Shopping,historical,June 2025,-135.99,-640.16,0,640.16,-4412.96,0.26,-31.78,19.0,-1.05,False,True,False,True
2025-06-10 00:00:00,DOLLARAMA MISSISSAUGA,-1.05,Shopping,historical,June 2025,-137.04,-640.16,0,640.16,-4412.96,0.26,-30.01,21.76,1.33,False,True,False,True
2025-06-10 00:00:00,DOLLARAMA BRAMPTON,-67.44,Shopping,historical,June 2025,-204.48,-640.16,0,640.16,-4412.96,0.26,-40.9,24.56,-1.08,False,True,False,True
2025-06-11 00:00:00,HORNBLOWER NIAGARA CRU NIAGARA FALLS,-388.32,trip,historical,June 2025,-405.3,-1280.57,10,128.06,-4412.96,0.26,-197.47,263.4,-0.72,False,True,False,True
2025-06-12 00:00:00,TIM HORTONS TORONTO,-13.62,Food,historical,June 2025,-323.14,-642.52,120,5.35,-4412.96,0.26,-64.63,113.11,0.45,False,True,False,True
2025-06-12 00:00:00,RIPLEYS AQUARIUM TORONTO,-138.99,Other,historical,June 2025,-497.74,-1678.77,100,16.79,-4412.96,0.26,-69.95,56.98,-1.21,False,True,False,True
2025-06-12 00:00:00,BEAVERTAILS NIAGARA FALLS NIAGARA FALLS,-9.16,trip,historical,June 2025,-414.46,-1280.57,10,128.06,-4412.96,0.26,-198.1,262.83,0.72,False,True,False,True
2025-06-12 00:00:00,NIAGARA ZIPLINE STARBUCKS NIAGARA FALLS,-10.23,trip,historical,June 2025,-424.69,-1280.57,10,128.06,-4412.96,0.26,-198.3,262.65,0.72,False,True,False,True
2025-06-12 00:00:00,CENTREVILLE ETOBICOKE,-13.25,Other,historical,June 2025,-510.99,-1678.77,100,16.79,-4412.96,0.26,-61.29,62.55,0.77,False,True,False,True
2025-06-17 00:00:00,PIZZA PIZZA WINNIPEG,-1.44,trip,historical,June 2025,-426.13,-1280.57,10,128.06,-4412.96,0.26,-85.23,169.52,0.49,False,True,False,True
2025-06-17 00:00:00,TIM HORTONS WINNIPEG,-7.79,Food,historical,June 2025,-330.93,-642.52,120,5.35,-4412.96,0.26,-65.19,112.75,0.51,False,True,False,True
2025-06-17 00:00:00,AMZN MKTP CANAIFHE WWWAMAZONCA,-20.99,Shopping,historical,June 2025,-225.47,-640.16,0,640.16,-4412.96,0.26,-36.72,26.08,0.6,False,True,False,True
2025-06-18 00:00:00,TIM HORTONS CALGARY,-10.93,Food,historical,June 2025,-341.86,-642.52,120,5.35,-4412.96,0.26,-65.31,112.67,0.48,False,True,False,True
2025-06-19 00:00:00,CALGARY TRANSIT CALGARY,-15.2,trip,historical,June 2025,-441.33,-1280.57,10,128.06,-4412.96,0.26,-84.87,169.71,0.41,False,True,False,True
2025-06-19 00:00:00,HERITAGE PARK CALGARY,-155.19,trip,historical,June 2025,-596.52,-1280.57,10,128.06,-4412.96,0.26,-38.24,65.56,-1.78,False,True,False,True
2025-06-19 00:00:00,UBER CANADAUBERTRIP TORONTO,-22.98,Food,historical,June 2025,-364.84,-642.52,120,5.35,-4412.96,0.26,-64.34,113.1,0.37,False,True,False,True
2025-06-19 00:00:00,CPA HERITAGE PARK CALGARY,-13.0,trip,historical,June 2025,-609.52,-1280.57,10,128.06,-4412.96,0.26,-39.01,65.16,0.4,False,True,False,True
2025-06-19 00:00:00,SQ LOCAL BARCLAY CALGARY,-64.61,trip,historical,June 2025,-674.13,-1280.57,10,128.06,-4412.96,0.26,-49.89,63.67,-0.23,False,True,False,True
2025-06-19 00:00:00,HERITAGE PARK CALGARY,-11.55,trip,historical,June 2025,-685.68,-1280.57,10,128.06,-4412.96,0.26,-51.91,61.88,0.65,False,True,False,True
2025-06-19 00:00:00,YWG STARBUCKS WINNIPEG,-16.02,trip,historical,June 2025,-701.7,-1280.57,10,128.06,-4412.96,0.26,-52.07,61.76,0.58,False,True,False,True
2025-06-19 00:00:00,MCDONALDS CALGARY,-3.35,Food,historical,June 2025,-368.19,-642.52,120,5.35,-4412.96,0.26,-11.73,7.36,1.14,False,True,False,True
2025-06-19 00:00:00,OM CUISINE OF INDIA CALGARY,-49.34,trip,historical,June 2025,-751.04,-1280.57,10,128.06,-4412.96,0.26,-30.9,24.46,-0.75,False,True,False,True
2025-06-20 00:00:00,CALGARY TRANSIT CALGARY,-15.2,trip,historical,June 2025,-766.24,-1280.57,10,128.06,-4412.96,0.26,-31.34,24.07,0.67,False,True,False,True
2025-06-20 00:00:00,TIM HORTONS BANFF,-13.96,Food,historical,June 2025,-382.15,-642.52,120,5.35,-4412.96,0.26,-11.8,7.38,-0.29,False,True,False,True
2025-06-20 00:00:00,SHELL C BANFF,-45.63,trip,historical,June 2025,-811.87,-1280.57,10,128.06,-4412.96,0.26,-27.55,18.32,-0.99,False,True,False,True
2025-06-20 00:00:00,SHELL C BANFF,-0.37,trip,historical,June 2025,-812.24,-1280.57,10,128.06,-4412.96,0.26,-25.31,21.22,1.18,False,True,False,True
2025-06-23 00:00:00,TIM HORTONS JASPER,-32.08,Food,historical,June 2025,-414.23,-642.52,120,5.35,-4412.96,0.26,-16.66,11.12,-1.39,False,True,False,True
2025-06-23 00:00:00,THE CROSSING RESORT LAKE LOUISE,-21.59,Other,historical,June 2025,-532.58,-1678.77,100,16.79,-4412.96,0.26,-62.22,61.75,0.66,False,True,False,True
2025-06-23 00:00:00,TIM HORTONS JASPER,-20.2,Food,historical,June 2025,-434.43,-642.52,120,5.35,-4412.96,0.26,-18.51,10.69,-0.16,False,True,False,True
2025-06-23 00:00:00,BANFF EAST GATE BANFF,-22.0,trip,historical,June 2025,-834.24,-1280.57,10,128.06,-4412.96,0.26,-26.51,20.73,0.22,False,True,False,True
2025-06-23 00:00:00,SUPER MOTELS,-440.09,Other,historical,June 2025,-972.67,-1678.77,100,16.79,-4412.96,0.26,-146.74,173.44,-1.69,False,True,False,True
2025-06-23 00:00:00,TOWN OF BANFF BANFF,-7.0,trip,historical,June 2025,-841.24,-1280.57,10,128.06,-4412.96,0.26,-18.04,17.46,0.63,False,True,False,True
2025-06-24 00:00:00,SAFEWAY HINTON,-92.15,Other,historical,June 2025,-1064.82,-1678.77,100,16.79,-4412.96,0.26,-141.21,174.95,0.28,False,True,False,True
2025-06-24 00:00:00,AW KAMLOOPS,-46.67,Food,historical,June 2025,-481.1,-642.52,120,5.35,-4412.96,0.26,-23.25,16.72,-1.4,False,True,False,True
2025-06-24 00:00:00,BCF ONLINE SALES BOOK VICTORIA,-289.0,trip,historical,June 2025,-1130.24,-1280.57,10,128.06,-4412.96,0.26,-72.8,122.1,-1.77,False,True,False,True
2025-06-25 00:00:00,MCDONALDS QPS KELOWNA,-6.07,Food,historical,June 2025,-487.17,-642.52,120,5.35,-4412.96,0.26,-23.8,15.94,1.11,False,True,False,True
2025-06-25 00:00:00,TIM HORTONS KELOWNA,-6.45,Food,historical,June 2025,-493.62,-642.52,120,5.35,-4412.96,0.26,-22.29,17.38,0.91,False,True,False,True
2025-06-26 00:00:00,TIM HORTONS VICTORIA,-12.23,Food,historical,June 2025,-505.85,-642.52,120,5.35,-4412.96,0.26,-18.32,16.85,0.36,False,True,False,True
2025-06-26 00:00:00,SQ BC LTD VICTORIA,-6.82,trip,historical,June 2025,-1137.06,-1280.57,10,128.06,-4412.96,0.26,-65.04,125.45,0.46,False,True,False,True
2025-06-26 00:00:00,INDIGO PARK LOT VICTORIA,-6.0,trip,historical,June 2025,-1143.06,-1280.57,10,128.06,-4412.96,0.26,-66.16,124.75,0.48,False,True,False,True
2025-06-26 00:00:00,HERTZ RA ETOBICOKE,-191.68,Other,historical,June 2025,-1256.5,-1678.77,100,16.79,-4412.96,0.26,-151.75,176.36,-0.23,False,True,False,True
2025-06-26 00:00:00,PAYMENT THANK YOUPAIEMEN T MERCI,1639.99,Bills,historical,June 2025,1950.7,1950.7,300,6.5,-4412.96,0.26,814.01,679.75,1.22,False,True,False,True
2025-06-26 00:00:00,BUTTERFLY GARDENS BRENTWOOD BAY,-75.6,Shopping,historical,June 2025,-301.07,-640.16,0,640.16,-4412.96,0.26,-43.37,31.55,-1.02,False,True,False,True
2025-06-26 00:00:00,BCF COASTAL CELEBRATION VICTORIA,-12.68,trip,historical,June 2025,-1155.74,-1280.57,10,128.06,-4412.96,0.26,-64.3,125.64,0.41,False,True,False,True
2025-06-27 00:00:00,DELHI FUSION INDIAN CUISI VANCOUVER,-43.4,Food,historical,June 2025,-549.25,-642.52,120,5.35,-4412.96,0.26,-22.96,20.33,-1.01,False,True,False,True
2025-06-27 00:00:00,BEST WESTERN PLUS BURN BURNABY,-338.26,Other,historical,June 2025,-1594.76,-1678.77,100,16.79,-4412.96,0.26,-216.75,172.4,-0.7,False,True,False,True
2025-06-27 00:00:00,BCF VANIS SPIRIT OF VICTORIA,-6.08,trip,historical,June 2025,-1161.82,-1280.57,10,128.06,-4412.96,0.26,-64.12,125.74,0.46,False,True,False,True
2025-06-27 00:00:00,QUESADA BURRITOS AND TACO VANCOUVER,-12.48,Other,historical,June 2025,-1607.24,-1678.77,100,16.79,-4412.96,0.26,-214.93,175.01,1.16,False,True,False,True
2025-06-27 00:00:00,PENINSULA COOP WALE ROAD VICTORIA,-50.0,trip,historical,June 2025,-1211.82,-1280.57,10,128.06,-4412.96,0.26,-16.32,19.03,-1.77,False,True,False,True
2025-06-30 00:00:00,STRIVERS VENDING WHITBY,-2.5,Other,historical,June 2025,-1609.74,-1678.77,100,16.79,-4412.96,0.26,-127.41,140.22,0.89,False,True,False,True
2025-06-30 00:00:00,VERSILIA SCANADALTD TORONTO,-17.19,Other,historical,June 2025,-1626.93,-1678.77,100,16.79,-4412.96,0.26,-112.42,148.68,0.64,False,True,False,True
2025-06-30 00:00:00,DOLLARAMA BRAMPTON,-16.95,Shopping,historical,June 2025,-318.02,-640.16,0,640.16,-4412.96,0.26,-36.41,33.04,0.59,False,True,False,True
2025-06-30 00:00:00,STRIVERS VENDING WHITBY,-5.5,Other,historical,June 2025,-1632.43,-1678.77,100,16.79,-4412.96,0.26,-75.19,147.18,0.47,False,True,False,True
2025-06-30 00:00:00,STARBUCKS PIER A VANCOUVER,-15.49,Food,historical,June 2025,-564.74,-642.52,120,5.35,-4412.96,0.26,-16.73,15.43,0.08,False,True,False,True
2025-06-30 00:00:00,EXECUTIVE AIRPORT PLAZA H RICHMOND,-288.92,Shopping,historical,June 2025,-606.94,-640.16,0,640.16,-4412.96,0.26,-93.98,112.14,-1.74,False,True,False,True
2025-06-30 00:00:00,CHV WESTMINST RICHMOND,-33.22,Shopping,historical,June 2025,-640.16,-640.16,0,640.16,-4412.96,0.26,-87.14,115.17,0.47,False,True,False,True
2025-06-30 00:00:00,AMAZONCA PRIME MEMBER AMAZONCAPRI,111.87,Shopping,historical,June 2025,-528.29,-640.16,0,640.16,-4412.96,0.26,-60.56,145.56,1.18,False,True,False,True
2025-06-30 00:00:00,PARKVICTORIA VICTORIA,-6.25,trip,historical,June 2025,-1218.07,-1280.57,10,128.06,-4412.96,0.26,-16.2,19.11,0.52,False,True,False,True
2025-06-30 00:00:00,FLYOVER CANADA ONLINE WWWNONECOM,-36.75,Other,historical,June 2025,-1669.18,-1678.77,100,16.79,-4412.96,0.26,-14.88,13.52,-1.62,False,True,False,True
2025-06-30 00:00:00,INDIAN OVEN VANCOUVER,-74.75,Food,historical,June 2025,-639.49,-642.52,120,5.35,-4412.96,0.26,-30.46,28.56,-1.55,False,True,False,True
2025-06-30 00:00:00,INDIGO PARKRESERVATIO VANCOUVER,-9.59,Other,historical,June 2025,-1678.77,-1678.77,100,16.79,-4412.96,0.26,-14.31,13.7,0.34,False,True,False,True
2025-06-30 00:00:00,SAWMILL TAPHOUSE GRILL VICTORIA,-62.5,trip,historical,June 2025,-1280.57,-1280.57,10,128.06,-4412.96,0.26,-27.5,26.75,-1.31,False,True,False,True
2025-06-30 00:00:00,AMAZONCA PRIME MEMBER AMAZONCAPRI,-111.87,Shopping,historical,June 2025,-640.16,-640.16,0,640.16,-4412.96,0.26,-67.82,147.39,-0.3,False,True,False,True
2025-06-30 00:00:00,MCDONALDS VANCOUVER,-3.03,Food,historical,June 2025,-642.52,-642.52,120,5.35,-4412.96,0.26,-29.78,29.31,0.91,False,True,False,True
2025-07-02 00:00:00,CASHBACKREMISE EN ARGENT,25.38,cashback,historical,July 2025,25.38,25.38,10,2.54,-380.94,0.0,22.9,5.56,0.45,False,True,False,True
2025-07-14 00:00:00,AMZN MKTP CANRYAS WWWAMAZONCA,-66.64,Shopping,historical,July 2025,-66.64,-178.16,0,178.16,-380.94,0.0,-77.76,144.76,0.08,False,True,False,True
2025-07-21 00:00:00,FIDO MOBILE,-51.13,Utility,historical,July 2025,-51.13,-51.13,39,1.31,-380.94,0.0,-40.96,5.68,-1.79,False,True,False,True
2025-07-23 00:00:00,DOLLAR TREE WINDSOR,-10.17,Shopping,historical,July 2025,-76.81,-178.16,0,178.16,-380.94,0.0,-22.01,84.05,0.14,False,True,False,True
2025-07-23 00:00:00,SHOPPERS DRUG MART WINDSOR,-66.67,Shopping,historical,July 2025,-143.48,-178.16,0,178.16,-380.94,0.0,-28.7,86.46,-0.44,False,True,False,True
2025-07-23 00:00:00,DOLLARAMA WINDSOR,-2.17,Shopping,historical,July 2025,-145.65,-178.16,0,178.16,-380.94,0.0,-51.5,45.4,1.09,False,True,False,True
2025-07-23 00:00:00,HM CA WINDSOR,-32.51,Shopping,historical,July 2025,-178.16,-178.16,0,178.16,-380.94,0.0,-35.63,30.42,0.1,False,True,False,True
2025-08-01 00:00:00,PREAUTHORIZED PAYMENT THANK YOU,2912.62,Bills,historical,August 2025,2912.62,2912.62,300,9.71,-487.67,0.18,1336.53,1075.06,1.47,False,True,False,True
2025-08-05 00:00:00,DOLLARAMA WINDSOR,-1.48,Shopping,historical,August 2025,-1.48,-50.07,0,50.07,-487.67,0.18,-22.6,27.65,0.76,False,True,False,True
2025-08-07 00:00:00,HM CA WINDSOR,-16.94,Shopping,historical,August 2025,-18.42,-50.07,0,50.07,-487.67,0.18,-23.95,27.05,0.26,False,True,False,True
2025-08-11 00:00:00,DOLLARAMA FERGUS,-6.5,Shopping,historical,August 2025,-24.92,-50.07,0,50.07,-487.67,0.18,-11.92,13.06,0.42,False,True,False,True
2025-08-12 00:00:00,DOLLARAMA WINDSOR,-7.63,Shopping,historical,August 2025,-32.55,-50.07,0,50.07,-487.67,0.18,-13.01,12.25,0.44,False,True,False,True
2025-08-15 00:00:00,SUBWAY WINDSOR,-5.64,Other,historical,August 2025,-5.64,-248.64,100,2.49,-487.67,0.18,-14.93,13.09,0.71,False,True,False,True
2025-08-19 00:00:00,CHATHAMKENT TORONTO,-240.0,Other,historical,August 2025,-245.64,-248.64,100,2.49,-487.67,0.18,-59.5,101.74,-1.77,False,True,False,True
2025-08-19 00:00:00,TERANET POA HANDLING FEE TORONTO,-3.0,Other,historical,August 2025,-248.64,-248.64,100,2.49,-487.67,0.18,-59.0,102.08,0.55,False,True,False,True
2025-08-26 00:00:00,DOLLARAMA WINDSOR,-17.52,Shopping,historical,August 2025,-50.07,-50.07,0,50.07,-487.67,0.18,-10.01,6.99,-1.07,False,True,False,True
2025-09-02 00:00:00,CAW MARKET WINDSOR,-1.92,Grocery,historical,September 2025,-1.92,-177.57,110,1.61,-274.93,0.0,-23.41,22.91,0.94,False,True,False,True
2025-09-02 00:00:00,WALMARTCA MISSISSAUGA,-69.36,Grocery,historical,September 2025,-71.28,-177.57,110,1.61,-274.93,0.0,-29.12,30.6,-1.32,False,True,False,True
2025-09-02 00:00:00,GAP OUTLET CANADA LASALLE,-27.11,Shopping,historical,September 2025,-27.11,-29.37,0,29.37,-274.93,0.0,-15.14,8.41,-1.42,False,True,False,True
2025-09-09 00:00:00,SK GROCERS,-10.47,Grocery,new,September 2025,-81.75,-177.57,110,1.61,-274.93,0.0,-32.2,26.86,0.81,False,True,False,True
2025-09-13 00:00:00,FRESHCO,-95.82,Grocery,new,September 2025,-177.57,-177.57,110,1.61,-274.93,0.0,-43.75,39.47,-1.32,False,True,False,True
2025-09-16 00:00:00,DOLLARAMA,-2.26,Shopping,new,September 2025,-29.37,-29.37,0,29.37,-274.93,0.0,-12.2,10.03,0.99,False,True,False,True
2023-09-18 00:00:00,HM DEVONSHIRE MALL WINDSOR,-4.23,Shopping,historical,September 2023,-4.23,-24.03,0,24.03,-190.92,0.06,-4.23,0.0,0.0,False,True,False,True
2023-09-18 00:00:00,DOLLARAMA WINDSOR,-12.45,Shopping,historical,September 2023,-16.68,-24.03,0,24.03,-190.92,0.06,-8.34,5.81,-0.71,False,True,False,True
2023-09-27 00:00:00,DOLLARAMA WINDSOR,-7.35,Shopping,historical,September 2023,-24.03,-24.03,0,24.03,-190.92,0.06,-8.01,4.15,0.16,False,True,False,True
2023-10-03 00:00:00,MCDONALDS WINDSOR,-2.09,Food,historical,October 2023,-2.09,-138.1,120,1.15,-523.63,0.06,-3.32,1.97,0.62,False,True,False,True
2023-10-03 00:00:00,UBER CANADAUBERTRIP TORONTO,-10.9,Food,historical,October 2023,-12.99,-138.1,120,1.15,-523.63,0.06,-4.2,3.84,-1.74,False,True,False,True
2023-10-03 00:00:00,CAW MARKET WINDSOR,-3.23,Grocery,historical,October 2023,-3.23,-236.09,110,2.15,-523.63,0.06,-2.67,0.6,-0.93,False,True,False,True
2023-10-03 00:00:00,UBER CANADAUBERTRIP TORONTO,-1.83,Food,historical,October 2023,-14.82,-138.1,120,1.15,-523.63,0.06,-4.09,3.92,0.58,False,True,False,True
2023-10-03 00:00:00,UBER CANADAUBERTRIP TORONTO,-10.83,Food,historical,October 2023,-25.65,-138.1,120,1.15,-523.63,0.06,-5.46,4.93,-1.09,False,True,False,True
2023-10-03 00:00:00,GIGLIOS MARKET WINDSOR,-6.5,Food,historical,October 2023,-32.15,-138.1,120,1.15,-523.63,0.06,-6.43,4.45,-0.02,False,True,False,True
2023-10-03 00:00:00,DOLLARAMA WINDSOR,-21.89,Shopping,historical,October 2023,-21.89,-60.06,0,60.06,-523.63,0.06,-11.48,7.72,-1.35,False,True,False,True
2023-10-03 00:00:00,IC INSTACART HALIFAX MIDH,-119.83,Grocery,historical,October 2023,-123.06,-236.09,110,2.15,-523.63,0.06,-25.97,52.47,-1.79,False,True,False,True
2023-10-03 00:00:00,FREEDOM MOBILE,-44.07,Utility,historical,October 2023,-44.07,-44.07,39,1.13,-523.63,0.06,-44.07,0.0,0.0,False,True,False,True
2023-10-04 00:00:00,MCDONALDS WINDSOR,-7.44,Food,historical,October 2023,-39.59,-138.1,120,1.15,-523.63,0.06,-7.5,3.74,0.02,False,True,False,True
2023-10-04 00:00:00,CAW MARKET WINDSOR,-2.4,Grocery,historical,October 2023,-125.46,-236.09,110,2.15,-523.63,0.06,-26.03,52.44,0.45,False,True,False,True
2023-10-06 00:00:00,WALMART SUPERCENTER WINDSOR,-14.2,Grocery,historical,October 2023,-139.66,-236.09,110,2.15,-523.63,0.06,-28.45,51.32,0.28,False,True,False,True
2023-10-06 00:00:00,PIZZA PIZZA WINDSOR,-14.93,Food,historical,October 2023,-54.52,-138.1,120,1.15,-523.63,0.06,-8.31,4.9,-1.35,False,True,False,True
2023-10-06 00:00:00,WALMARTCA MISSISSAUGA,-25.6,Grocery,historical,October 2023,-165.26,-236.09,110,2.15,-523.63,0.06,-33.05,49.42,0.15,False,True,False,True
2023-10-10 00:00:00,PIZZA PIZZA WINDSOR,-10.16,Food,historical,October 2023,-64.68,-138.1,120,1.15,-523.63,0.06,-9.97,3.31,-0.06,False,True,False,True
2023-10-10 00:00:00,WALMARTCA MISSISSAUGA,-11.05,Grocery,historical,October 2023,-176.31,-236.09,110,2.15,-523.63,0.06,-34.62,48.35,0.49,False,True,False,True
2023-10-10 00:00:00,WALMARTCA MISSISSAUGA,-13.99,Grocery,historical,October 2023,-190.3,-236.09,110,2.15,-523.63,0.06,-13.45,8.31,-0.06,False,True,False,True
2023-10-17 00:00:00,CEI ENGINEERING WINDSOR,-1.67,Food,historical,October 2023,-66.35,-138.1,120,1.15,-523.63,0.06,-8.14,4.88,1.33,False,True,False,True
2023-10-18 00:00:00,GIGLIOS MARKET WINDSOR,-3.5,Food,historical,October 2023,-69.85,-138.1,120,1.15,-523.63,0.06,-7.54,5.3,0.76,False,True,False,True
2023-10-20 00:00:00,AMAZONCATDKCNX AMAZONCA,-6.76,Shopping,historical,October 2023,-28.65,-60.06,0,60.06,-523.63,0.06,-10.54,7.01,0.54,False,True,False,True
2023-10-20 00:00:00,AMZN MKTP CATDNZF WWWAMAZONCA,-27.45,Shopping,historical,October 2023,-56.1,-60.06,0,60.06,-523.63,0.06,-15.18,9.15,-1.34,False,True,False,True
2023-10-23 00:00:00,LCBORAO WINDSOR,-31.45,Food,historical,October 2023,-101.3,-138.1,120,1.15,-523.63,0.06,-12.34,11.92,-1.6,False,True,False,True
